Time_s   F0_Hz
0.673832   154.769366
0.683832   163.231259
0.693832   162.168397
0.703832   162.234237
0.713832   162.515804
0.723832   162.698521
0.733832   162.476953
0.743832   161.719741
0.753832   161.099995
0.763832   160.658461
0.773832   159.001947
0.783832   157.360495
0.793832   145.285813
0.803832   147.226330
0.813832   138.713776
0.823832   139.086625
0.833832   129.958778
0.843832   133.928507
