Time_s   F0_Hz
0.781485   169.638427
0.791485   175.018640
0.801485   175.965959
0.811485   176.771707
0.821485   176.238051
0.831485   175.582985
0.841485   174.726010
0.851485   173.097668
0.861485   170.172811
0.871485   166.475075
0.881485   162.846383
0.891485   158.710363
0.901485   154.434287
0.911485   151.435595
0.921485   143.898585
0.931485   143.610174
0.941485   148.145329
0.951485   161.461600
